Restaurants,address,city,ratings,prices,cuisines,Meal_Type,Restaurant_offer_percentage,Online_payment_offer_percentage
Hype,"Sector 62, Noida",Noida,2.7,1500,"Chinese, Indian, Continental",Dinner,1,1
Paatra,"Jaypee Vasant Continental, New Delhi",Delhi,4.7,2800,North Indian,Dinner,10,25
Café Resto,"Jaypee Vasant Continental, New Delhi",Delhi,4.4,2000,Multicuisine,Dinner,10,25
AnnaMaya,"Andaz Delhi, Aerocity",Delhi,4.3,3000,"Multicuisine, Asian, European, Indian, Continental, Cantonese",Dinner,25,25
Miss Pinto,"Vasant Vihar, South Delhi",Delhi,4.2,2500,European,Dinner,10,25
Pasta Street,"Punjabi Bagh, West Delhi",Delhi,4.6,1800,"Italian, Beverages, Pasta, Pizza",Dinner,20,25
Downtown Magnum,"The Boulevard At Magnum Global Park, Sector 58, Gurgaon",Gurgaon,5.0,1600,"Mexican, Pan Asian",Dinner,10,25
Poppy's Tea Room,"Sector 66, Gurgaon",Gurgaon,5.0,1200,"British, Continental",Dinner,15,25
Kiiza Cafe and Lounge,"GTB Nagar, North Delhi",Delhi,1.0,1500,Multicuisine,Dinner,25,25
Locus,"East of Kailash, South Delhi",Delhi,1.0,1200,Multicuisine,Dinner,25,25
Chica,"Netaji Nagar, South Delhi",Delhi,4.2,2600,Multicuisine,Dinner,10,25
Matchbox,"Hauz Khas Village, South Delhi",Delhi,3.7,1500,Multicuisine,Dinner,15,25
Striker Privè,"Worldmark 4, Sector 65, Gurgaon",Gurgaon,3.8,1500,Multicuisine,Dinner,25,25
Suribachi,"Malviya Nagar, South Delhi",Delhi,3.8,1700,Multicuisine,Dinner,25,25
P.F. Chang's,"Cyber Hub, Gurgaon",Gurgaon,4.2,2000,"Pan Asian, Chinese, Asian",Dinner,20,25
Tathastu Clubstraunt & Bar,"Greater Noida, Noida",Noida,3.7,1200,Multicuisine,Dinner,15,25
Manhattan Bar & Brewery,"Global Foyer Mall, Gurgaon",Gurgaon,3.9,2000,"Cocktail Menu, Multicuisine",Dinner,20,25
The Prizm,"Sector 7, Dwarka, West Delhi",Delhi,4.3,800,"Beverages, Multicuisine",Dinner,25,25
The Bartender’s Code,"Greater Kailash (GK) 1, South Delhi",Delhi,4.0,1500,Multicuisine,Dinner,25,25
Lyrah-Alfresco Bar,"Trident, Gurgaon",Gurgaon,5.0,2000,Multicuisine,Dinner,25,25
Oriental Fusion,"DLF Phase 4, Gurgaon",Gurgaon,4.5,1500,Pan Asian,Dinner,10,25
New Town Cafe,"Hotel Park Plaza, Gurgaon",Gurgaon,4.5,2000,Multicuisine,Dinner,25,25
Ping's Café Orient,"Lodhi Colony, South Delhi",Delhi,4.5,700,"Cocktail Menu, Pan Asian",Dinner,1,1
Baclaavi,"Greater Kailash (GK) 1, South Delhi",Delhi,4.0,1500,European,Dinner,25,25
BeeYoung Brewgarden,"Panchsheel Park, South Delhi",Delhi,3.9,2500,Multicuisine,Dinner,20,25
Ingri at Museo,"DLF Phase 4, Gurgaon",Gurgaon,4.1,1500,European,Dinner,30,25
The Blue Door Cafe,"Khan Market, Central Delhi",Delhi,4.5,1500,European,Dinner,0,25
Perch Wine & Coffee Bar,"Vasant Vihar, South Delhi",Delhi,4.6,1800,European,Dinner,0,25
Dhaba at Atta,"Sector 18, Noida",Noida,4.1,1000,"Chinese, North Indian",Dinner,15,25
Mainland China,"Greater Kailash (GK) 2, South Delhi",Delhi,4.2,1600,Chinese,Dinner,15,25
Kutumb,"South City 2, Gurgaon",Gurgaon,4.2,1000,Indian,Dinner,15,25
Jamie Oliver Kitchen,"Ambience Mall, Gurgaon",Gurgaon,4.0,2000,Italian,Dinner,25,25
Tripti Restaurant & Bar,"Mahipalpur, South Delhi",Delhi,4.2,1200,Multicuisine,Dinner,30,25
Noidawery,"Sector 63, Noida",Noida,4.0,1400,Multicuisine,Dinner,30,25
Moon Dust Cafe by Baan Thai,"Sector 61, Gurgaon",Gurgaon,3.8,1200,"Multicuisine, Thai",Dinner,30,25
House of Tequila,"Rajouri Garden, West Delhi",Delhi,2.0,1200,"Multicuisine, Cocktail Menu",Dinner,40,25
The Yellow Chilli,"Sector 90, Noida, Noida",Noida,5.0,1500,Multicuisine,Dinner,30,25
Porche Brewery Cocktail Bar & Kitchen ,"Sector 42, Gurgaon",Gurgaon,4.5,1000,Multicuisine,Dinner,25,25
Kioki,"32nd Avenue, Gurgaon",Gurgaon,4.8,2200,Japanese,Dinner,10,25
Amritsari Haveli,"Sector 18, Noida",Noida,4.0,1000,Indian,Dinner,30,25
Delhi Barbeque ,"Taurus Sarovar Portico Hotel, New Delhi",Delhi,3.7,1500,"Multicuisine, Barbeque",Dinner,30,25
Smaaash Airia,"Sector 68, Gurgaon",Gurgaon,4.4,1200,Multicuisine,Dinner,25,25
Downtown Kitchen & Bar,"Courtyard By Marriott, Gurgaon",Gurgaon,4.1,2700,Multicuisine,Dinner,25,25
The Chatter House,"Khan Market, Central Delhi",Delhi,4.4,1800,Cocktail Menu,Dinner,10,25
The Atrium,"Savoy Suites, Greater Noida",Noida,3.9,1000,Indian,Dinner,25,25
The Monk,"Sector 15, Gurgaon",Gurgaon,4.5,1900,Pan Asian,Dinner,10,25
Grillardin,"Sector 66, Gurgaon",Gurgaon,4.4,1200,"European, Healthy Food, Mediterranean, Modern Indian",Dinner,25,25
U & Me Fine Dine And Lounge,"Sector 141, Noida",Noida,4.0,1500,"Cafe, Fast Food",Dinner,30,25
Rubicon Bar & Cigar Lounge ,"The Leela Ambience, Gurgaon",Gurgaon,4.9,1800,"Finger Food, Cocktail Menu",Dinner,20,25
Punjabi By Nature,"Sector 81, Faridabad, Faridabad",Faridabad,4.0,2000,North Indian,Dinner,15,25
Cafe Buddy's Espresso,"Sector 15, Faridabad",Faridabad,5.0,600,Cafe,Dinner,25,25
Under The Neem,"Sector 80, Gurugram, Delhi NCR",Delhi,4.4,2700,Multicuisine,Dinner,10,25
Syrah,"Hyatt Regency, New Delhi",Delhi,4.5,5200,"Mediterranean, Middle Eastern",Dinner,15,25
Da' Mivaan,"Nirala Estate, Delhi NCR",Delhi,5.0,1500,Multicuisine,Dinner,15,25
Black Lotus,"Sector 61, Gurgaon",Gurgaon,5.0,1200,Pan Asian,Dinner,25,25
Garden Lovers Botanical Boutique & Cafe,"MGF Plaza Mall, Gurgaon",Gurgaon,4.2,700,Cafe,Dinner,15,25
Sorbo,"Sector 42, Gurgaon",Gurgaon,3.6,2000,"Mediterranean, Continental, Asian",Dinner,10,25
Made In Punjab,"DLF Mall of India, Sector 18, Noida",Noida,4.3,1500,North Indian,Dinner,15,25
Kapasaa,"Chanakyapuri, Central Delhi",Delhi,4.9,1000,Multicuisine,Dinner,25,0
Bako Yaar,"Beta II, Noida",Noida,3.7,1200,Multicuisine,Dinner,10,25
Popes' Southwest Cantina,"M3M Broadway, Sector 71, Gurgaon",Gurgaon,4.0,1000,Multicuisine,Dinner,20,25
Mongabay,"Sector 59, Gurgaon",Gurgaon,5.0,2500,Multicuisine,Dinner,15,25
Jalsa Air Bar,"Sector 49, Gurgaon",Gurgaon,4.3,1200,Multicuisine,Dinner,10,25
Agama Cafe,"Greater Kailash (GK) 2, South Delhi",Delhi,5.0,1300,"Italian, Burgers, Asian, Continental",Dinner,15,25
SKY Club,"Sector 68, Gurgaon",Gurgaon,3.0,1500,Multicuisine,Dinner,25,25
Cove The Bar,"Radisson Blu, Faridabad",Faridabad,4.4,2000,"Finger Food, Cocktail Menu",Dinner,25,25
Upstairs Bar and Kitchen,"Netaji Subhash Place, North Delhi",Delhi,5.0,1800,Multicuisine,Dinner,15,25
Laa Favouritie Cafe,"East Patel Nagar, Central Delhi",Delhi,5.0,1000,Italian,Dinner,15,25
LA Fiorito,"Punjabi Bagh, West Delhi",Delhi,4.0,1000,European,Dinner,20,25
Kofuku,"Khel Gaon Marg, South Delhi",Delhi,4.7,1500,"Japanese, Sushi",Dinner,10,25
Castle's Barbeque	,"Janakpuri, West Delhi",Delhi,2.8,2000,Multicuisine,Dinner,40,25
The Barbeque Company,"Sector 37, Gurgaon",Gurgaon,3.3,1800,Multicuisine,Dinner,50,25
Rigo Restaurant+Bistro,"Majnu ka Tila, North Delhi",Delhi,4.5,1000,"Chinese, Tibetan",Dinner,15,25
Low Key Cafe,"Elan Epic Mall, Sector 70 Gurgaon",Gurgaon,4.6,1000,Italian,Dinner,20,25
Kinoko,"Netaji Subhash Place, North Delhi",Delhi,4.0,1100,Pan Asian,Dinner,25,25
Barista Coffee,"Shivaji Stadium Metro Station, Connaught Place (CP), Central Delhi",Delhi,4.0,500,"Cafe, Coffee",Fast_Food,20,25
Bikanervala,"Connaught Place (CP), Central Delhi",Delhi,3.0,400,Indian,Fast_Food,25,0
Biryani Blues,"Connaught Place (CP), Central Delhi",Delhi,4.5,700,Biryani,Fast_Food,25,25
Barista Coffee,"Regal Building, Central Delhi",Delhi,3.5,600,Biryani,Fast_Food,20,25
Kwality,"Connaught Place (CP), Central Delhi",Delhi,4.5,1500,Indian,Fast_Food,10,25
Mister Chai,Shangri-La Eros New Delhi,Delhi,5.0,2000,Cafe,Fast_Food,15,25
Wow! Momo,"Karol Bagh, Central Delhi",Delhi,4.2,400,Momos,Fast_Food,15,25
Chicago Pizza,"Rajinder Nagar, Central Delhi",Delhi,3.6,200,Pizza,Fast_Food,15,25
Cha Bar,"Connaught Place (CP), Central Delhi",Delhi,4.5,400,Cafe,Fast_Food,10,25
Wat-A-Burger!,"Connaught Place (CP), Central Delhi",Delhi,4.7,350,"Fast Food, Burgers",Fast_Food,10,25
Dessert Station,"Karol Bagh, Central Delhi",Delhi,4.0,300,"Beverages, Ice Cream",Fast_Food,10,25
The Snow Co.,"Connaught Place (CP), Central Delhi",Delhi,4.0,400,Ice Cream,Fast_Food,10,25
My Tea Chapel,"Cyber Hub, Gurgaon",Gurgaon,4.6,1000,"Beverages, Pizza",Fast_Food,25,25
Chaayos,"F Block, Connaught Place, Central Delhi",Delhi,4.5,500,Fast Food,Fast_Food,25,0
Kala Cafe,"Parliament Street, Central Delhi",Delhi,4.5,600,Multicuisine,Fast_Food,25,0
United Coffee House,"Connaught Place (CP), Central Delhi",Delhi,4.2,2500,Multicuisine,Fast_Food,25,0
Taco Bell,"Connaught Place (CP), Central Delhi",Delhi,5.0,550,"Mexican, Tex-Mex",Fast_Food,25,0
Haldiram's,"Pusa Road, Central Delhi",Delhi,5.0,400,Street Food,Fast_Food,25,0
INOX,"Connaught Place (CP), Central Delhi",Delhi,5.0,500,Fast Food,Fast_Food,25,0
 Indian Republic Canteen ,"Connaught Place (CP), Central Delhi",Delhi,4.2,1000,Modern Indian,Fast_Food,25,0
The Burger Club,"Karol Bagh, Central Delhi",Delhi,5.0,800,Burgers,Fast_Food,25,0
The Library ,"The Leela Palace, New Delhi",Delhi,4.1,3500,Cocktail Menu,Fast_Food,25,0
Privee,"Janpath, Central Delhi",Delhi,4.0,3000,"Finger Food, Cocktail Menu",Fast_Food,25,0
CHAIWICH,"Karol Bagh, Central Delhi",Delhi,4.0,150,Cafe,Fast_Food,25,0
DICE Cafe,"Rajinder Nagar, Central Delhi",Delhi,4.0,300,Cafe,Fast_Food,25,0
Shakes & Snacks Corner,"Connaught Place (CP), Central Delhi",Delhi,4.0,500,Shakes,Fast_Food,25,0
Pandey's Paan,"Connaught Place (CP), Central Delhi",Delhi,3.0,200,Paan,Fast_Food,25,0
Emoi Ice Cream & Gelato,"DLF Promenade Mall, Vasant Kunj",Vasant Kunj,4.0,300,Ice Cream,Fast_Food,35,25
Kebabs & Curries Company,"Sector 54, Gurgaon",Gurgaon,4.0,600,Indian,Fast_Food,40,25
Gelato Italiano,"Rajouri Garden, West Delhi",Delhi,4.0,150,"Fast Food, Ice Cream",Fast_Food,30,25
I Love Deserts,"GTB Nagar, North Delhi",Delhi,4.0,200,Desserts,Fast_Food,30,25
Bread & More,"Vasant Vihar, South Delhi",Delhi,4.3,550,Cafe,Fast_Food,20,25
Foreign Flavours,"DLF Phase 4, Gurgaon",Gurgaon,4.5,800,Multicuisine,Fast_Food,30,25
Food Mohalla,"Sector 135, Noida",Noida,4.0,500,Multicuisine,Fast_Food,30,25
Pret A Manger,"Khan Market, Central Delhi",Delhi,4.0,800,"Fast Food, Cafe",Fast_Food,20,25
Krispy Kreme,"Ambience Mall, Gurgaon",Gurgaon,5.0,200,Desserts,Fast_Food,25,25
Saundhee Potli,"Sector 75, Noida",Noida,3.5,400,"Mughlai, North Indian, Chinese, Biryani",Fast_Food,20,25
Cafe Ifittin,"Sector 47, Gurgaon",Gurgaon,4.0,1100,Continental,Fast_Food,25,25
Eat Out Get Fit,"Adchini, South Delhi",Delhi,4.9,500,"Healthy Food, Continental",Fast_Food,20,25
H2 Orbit,"Laxmi Nagar, East Delhi",Delhi,4.0,1000,North Indian,Fast_Food,20,25
Popcorn & Co.,"Naraina, South Delhi",Delhi,4.0,198,Fast Food,Fast_Food,20,25
Kake Da Hotel,"Galaxy blue Sapphire Mall,Greater Noida",Noida,5.0,1000,Indian,Fast_Food,20,25
Chawla's 2 Since 1960,"Shahdara, East Delhi",Delhi,4.0,800,"North Indian, Chinese",Fast_Food,20,25
The Patisserie,"Le Meridien, Gurgaon",Gurgaon,4.0,1000,Bakery,Fast_Food,20,25
Sethu - South Indian Cuisine,"Sector 25, Noida",Noida,4.0,800,South Indian,Fast_Food,20,25
The Deccan House,"Sector 22, Noida",Noida,4.0,500,Mughlai,Fast_Food,15,25
Oriental Bowl,"Sector 22, Noida",Noida,4.0,500,Chinese,Fast_Food,15,25
Brew Berry,"NIT, Faridabad",Faridabad,4.0,400,Multicuisine,Fast_Food,20,25
Tim Hortons,"Punjabi Bagh, West Delhi",Delhi,5.0,800,Coffee,Fast_Food,15,25
Food Bus of India,"Lajpat Nagar 3, South Delhi",Delhi,4.3,800,"North Indian, Chinese",Fast_Food,15,25
Sassy Begum,"Ambience Mall, Vasant Kunj",Vasant Kunj,3.0,800,"Biryani, Indian",Fast_Food,20,25
Oasis Baklawa,"East Patel Nagar, Central Delhi",Delhi,4.5,300,Desserts,Fast_Food,10,25
Bob's,"Sector 50, Gurgaon",Gurgaon,2.5,400,Cafe,Fast_Food,15,25
Gelato Vinto,"Delhi, Gurgaon, Noida, Delhi NCR",Delhi,4.0,300,Ice Cream,Fast_Food,15,25
Wow! China,"Hauz Khas Village, South Delhi",Delhi,4.0,400,Chinese,Fast_Food,15,25
Choko La,"Khan Market, Central Delhi",Delhi,3.3,800,Confectionery,Fast_Food,10,25
Dough Boy Pizza,"M3m 65th Avenue, Sector 65, Gurgaon",Gurgaon,5.0,1000,Pizza,Fast_Food,15,25
Claypot Kitchen,"Sushant Lok, Gurgaon",Gurgaon,5.0,500,Indian,Fast_Food,15,25
 Gateway of Punjab,"Vasant Square Mall, Vasant Kunj",Vasant Kunj,5.0,800,North Indian,Fast_Food,15,25
Dum Dum Biryani,"Vasant Square Mall, Vasant Kunj",Vasant Kunj,5.0,1000,"Biryani, North Indian",Fast_Food,15,25
Healthy Perk,"Safdarjung, South Delhi",Delhi,4.0,500,Healthy Food,Fast_Food,10,25
The Brook Bakery and Patisserie,"Chattarpur, South Delhi",Delhi,4.0,350,"Bakery, Cafe",Fast_Food,15,25
Eataliana ,"Vasant Square Mall, Vasant Kunj",Vasant Kunj,4.0,300,Pizza,Fast_Food,15,25
Le Reve,"The Leela Ambience Convention Hotel, New Delhi",Delhi,4.0,1400,Bakery,Fast_Food,15,25
Drizzle & Dust ,"Sohna Road, Gurgaon",Gurgaon,4.0,700,Cafe,Fast_Food,15,25
La Barfino,"Sector 67, Gurgaon",Gurgaon,4.0,700,"Chinese, Thai, Continental",Fast_Food,15,25
Doner & Gyros,"Ambience Mall, Vasant Kunj",Vasant Kunj,4.0,400,"Mediterranean, Salad",Fast_Food,15,25
Drizzle & Dust ,"Sector 63, Gurgaon",Gurgaon,4.0,700,Cafe,Fast_Food,15,25
World Trail,"Sector 45, Noida",Noida,4.0,400,Continental,Fast_Food,15,25
Badmaash Kebabi,"Greater Kailash (GK) 2, South Delhi",Delhi,5.0,400,"Lucknowi, Indian, Awadhi, Mughlai",Fast_Food,10,25
Nathu’s Sweets,"Jasola, South Delhi",Delhi,5.0,700,Multicuisine,Fast_Food,10,25
Ninewatt Coffee,"Delhi Cantt., South Delhi",Delhi,5.0,1000,Cafe,Fast_Food,10,25
My Meal,"Greater Noida, Noida",Noida,4.0,600,"Chinese, North Indian",Fast_Food,10,25
Bakeshala,"Sector 8, Dwarka, West Delhi",Delhi,4.0,350,Bakery,Fast_Food,10,25
Tandoori Garh,"Sector 65, Gurgaon",Gurgaon,4.0,400,North Indian,Fast_Food,10,25
The Waffle Co.,"Netaji Subhash Place, North Delhi",Delhi,4.0,400,Desserts,Fast_Food,10,25
Aida Cafe,"Mansarover Garden, West Delhi",Delhi,4.0,1000,Continental,Fast_Food,10,25
Go Fro - Frozen Yoghurt & More,"Rajouri Garden, West Delhi",Delhi,4.0,300,Desserts,Fast_Food,10,25
Coffee Beans,"Krishna Nagar, East Delhi",Delhi,4.0,300,Coffee,Fast_Food,10,25
Dera Farms,"Lajpat Nagar 2, South Delhi",Delhi,4.0,600,Fast Food,Fast_Food,10,25
Delhi Delight Cafe,"Laxmi Nagar, East Delhi",Delhi,4.0,300,Fast Food,Fast_Food,10,25
Cafe D Mama,"Pitampura, North Delhi",Delhi,4.0,500,Multicuisine,Fast_Food,10,25
Cafe Crew Brew,"GTB Nagar, North Delhi",Delhi,4.0,600,Multicuisine,Fast_Food,10,25
7th Bliss,"Sector 10, Dwarka, West Delhi",Delhi,3.0,250,Bakery,Fast_Food,10,25
Uncle Peter's Pancakes,"Lajpat Nagar 4, South Delhi",Delhi,3.3,350,Desserts,Fast_Food,10,25
New Sky Coffee,"District Center, Saket",Saket,5.0,400,Coffee,Fast_Food,10,25
Pizzaino,"Uttam Nagar, West Delhi",Delhi,5.0,500,Fast Food,Fast_Food,10,25
Box of Cake,"Sector 35, Faridabad",Faridabad,5.0,600,Bakery,Fast_Food,10,25
The Basil Diner,"Sector 75, Noida",Noida,5.0,500,Multicuisine,Fast_Food,10,25
Go Fro - Frozen Yogurt & More,"Greater Kailash (GK) 2, South Delhi",Delhi,5.0,300,Desserts,Fast_Food,10,25
Labneh,"Ambience Mall, Vasant Kunj",Vasant Kunj,5.0,500,Middle Eastern,Fast_Food,10,25
Pasta Xpress,"Dwarka mor,Uttam Nagar, Delhi NCR",Delhi,5.0,500,Fast Food,Fast_Food,10,25
Namashkar Sweets & Restaurant,"Sector 50, Noida",Noida,4.8,600,Indian,Fast_Food,10,25
Bites and Brew,"Vikaspuri, West Delhi",Delhi,4.6,500,Cafe,Fast_Food,10,25
" Sweet Forno, Sweet | Savory | Sip","M3m 65th Avenue, Sector 65, Gurgaon",Gurgaon,4.6,1200,Continental,Fast_Food,10,25
Biro’s Sandwich Co.,"Munirka, South Delhi",Delhi,3.0,200,"Sandwiches, Burgers",Fast_Food,10,25
Sattvik,"Select Citywalk Mall, Saket",Saket,4.5,1500,"Indian, South Indian",Fast_Food,15,25
Namaskara Meals,"Sector 85, Gurgaon",Gurgaon,4.0,500,Indian,Fast_Food,10,25
3 Hum Cafe,"M3m 65th Avenue, Sector 65, Gurgaon",Gurgaon,4.0,600,Cafe,Fast_Food,10,25
Moreish Ice Cream,"Saidulajab, South Delhi",Delhi,4.0,800,Ice Cream,Fast_Food,10,25
SILVER FORK,"Sector 65, Gurgaon",Gurgaon,4.0,700,North Indian,Fast_Food,10,25
Rolls Ville,"Sector 104, Noida",Noida,4.0,400,Mughlai,Fast_Food,10,25
Sony Bakers,"Sector 22, Faridabad, Faridabad",Faridabad,4.0,300,Bakery,Fast_Food,10,25
Roti N Boti,"Sector 15, Gurgaon",Gurgaon,4.0,300,"North Indian, Chinese",Fast_Food,10,25
Kandy's Pastry Parlour,"Kalkaji, South Delhi",Delhi,4.0,300,"Bakery, Fast Food",Fast_Food,10,25
Garam Masala by DKH,"Sector 67, Gurgaon",Gurgaon,4.0,800,North Indian,Fast_Food,10,25
SISI Gelato Vinto,"Select Citywalk Mall, Saket",Saket,4.0,500,Desserts,Fast_Food,10,25
Sony Bakers,"Sector 22, Faridabad, Faridabad",Faridabad,4.0,300,Bakery,Fast_Food,10,25
Roti N Boti,"Sector 15, Gurgaon",Gurgaon,4.0,300,"North Indian, Chinese",Fast_Food,10,25
99 Pancakes ,"Baani square, Sector 50, Gurgaon",Gurgaon,4.0,350,"Desserts, Shakes",Fast_Food,10,25
Krispy Kreme - Event,"Sector 125, Noida",Noida,4.0,250,Desserts,Fast_Food,10,25
RDH Express,"The Sapphire Mall, Gurgaon",Gurgaon,4.0,200,"South Indian, Street Food",Fast_Food,10,25
Kshir & Canele,"Sector 65, Gurgaon",Gurgaon,4.0,1000,"Bakery, Confectionery",Fast_Food,10,25
Krispy Kreme - Event,"Sector 125, Noida",Noida,4.0,250,Desserts,Fast_Food,10,25
RDH Express,"The Sapphire Mall, Gurgaon",Gurgaon,4.0,200,"South Indian, Street Food",Fast_Food,10,25
Chaknawala,"Sector 15, Gurgaon",Gurgaon,4.0,400,"Chinese, Kababs",Fast_Food,10,25
Curry Lounge,"Baani square, Sector 50, Gurgaon",Gurgaon,4.0,1400,North Indian,Fast_Food,10,25
Gin Khao,"Vasant Square Mall, Vasant Kunj",Vasant Kunj,4.0,1500,Thai,Fast_Food,10,25
Big Meal,"Basai Village, Gurgaon",Gurgaon,4.0,500,Multicuisine,Fast_Food,10,25
Pasta Xpress,"Palam, South Delhi",Delhi,4.0,500,Multicuisine,Fast_Food,10,25
Pasta Xpress,"Palam, South Delhi",Delhi,4.0,500,Multicuisine,Fast_Food,10,25
The Chocolate Box Lounge,"Radisson Blu MBD, Noida",Noida,3.8,2000,Multicuisine,Fast_Food,10,25
The Shandar Restaurant,"DLF Phase 3, Gurgaon",Gurgaon,3.7,300,Fast Food,Fast_Food,10,25
The Grammar Room,"Khan Market, Central Delhi",Delhi,5.0,2100,Multicuisine,Fast_Food,25,0
Alaturka,"Select Citywalk Mall, Saket",Saket,3.3,700,Turkish,Fast_Food,10,25
Dalgona Cafe,"Chanakyapuri, Central Delhi",Delhi,5.0,500,Multicuisine,Fast_Food,25,0
Shawarma House,"Central Plaza Mall, Gurgaon",Gurgaon,3.0,500,Lebanese,Fast_Food,10,25
Safari Lounge,"The Lodhi, New Delhi",Delhi,4.3,3000,"Finger Food, Multicuisine",Fast_Food,25,0
Big B's - Doners & More,"Greater Kailash (GK) 1, South Delhi",Delhi,1.0,600,Fast Food,Fast_Food,10,25
Olive Bar & Kitchen,"Mehrauli, South Delhi",Delhi,4.6,3500,"European, Pizza, Italian, Mediterranean",Fast_Food,25,0
The Coffee Bean & Tea Leaf,"Chanakyapuri, Central Delhi",Delhi,4.0,600,Cafe,Fast_Food,25,0
Berco's,"Chandni Chowk, Old Delhi",Delhi,4.0,800,Chinese,Fast_Food,25,0
Shreyo's Food Court,"Satyaniketan, South Delhi",Delhi,4.0,800,Multicuisine,Fast_Food,25,0
34 Chowringhee Lane,"West Patel Nagar, Central Delhi",Delhi,4.0,600,Fast Food,Fast_Food,25,0
Millets & More,"Chandni Chowk, Old Delhi",Delhi,4.0,500,Multicuisine,Fast_Food,25,0
New Indian & Chinese Corner,"Sector 15, Gurgaon",Gurgaon,1.0,500,"Chinese, Indian",Fast_Food,10,25
@ Links ,"Radisson Blu MBD, Noida",Noida,4.8,2500,"Cocktail Menu, Finger Food",Fast_Food,10,25
Culinaire,"Rajouri Garden, West Delhi",Delhi,5.0,600,"Pan Asian, Continental",Fast_Food,25,0
Roshan Di Kulfi,"Rajouri Garden, West Delhi",Delhi,5.0,500,Desserts,Fast_Food,25,0
Beliram Degchiwala,"East of Kailash, South Delhi",Delhi,5.0,600,North Indian,Fast_Food,25,0
House of Boards,"GTB Nagar, North Delhi",Delhi,5.0,1000,Multicuisine,Fast_Food,25,0
Pj's Italian Kneads,"Rajouri Garden, West Delhi",Delhi,4.8,700,Italian,Fast_Food,25,0
Sardar Ji Bakhsh Coffee,"Kamla Nagar, North Delhi",Delhi,4.0,800,Fast Food,Fast_Food,25,0
The Coffee Bean & Tea Leaf	,"Greater Kailash (GK) 1, South Delhi",Delhi,4.0,600,Coffee and Tea,Fast_Food,25,0
Kabul Delhi By Hatrick,"Lajpat Nagar 2, South Delhi",Delhi,4.0,400,"Mughlai, North Indian",Fast_Food,25,0
Manchanda Snacks,"University Enclave, Civil Lines, North Delhi",Delhi,4.0,200,Street Food,Fast_Food,25,0
Manchanda Snacks @ Hindu College,"University Enclave, Civil Lines, North Delhi",Delhi,4.0,200,Fast Food,Fast_Food,25,0
Sardar Ji Juice N Shake Wale,"Mukherjee Nagar, North Delhi",Delhi,4.0,500,Beverages,Fast_Food,25,0
Dough & Cream,"Defence Colony, South Delhi",Delhi,4.0,800,"Bakery, Cafe",Fast_Food,25,0
Danish Patisserie,"Hari Nagar, West Delhi",Delhi,4.0,500,"Bakery, Desserts",Fast_Food,25,0
Chai Point,"Commons at DLF Avenue, Saket",Saket,4.8,150,Fast Food,Fast_Food,25,0
Cold Stone Creamery,"Eros City Square Mall, Gurgaon",Gurgaon,5.0,400,Ice Cream,Fast_Food,25,0
Cafe Delhi Heights,"Cyber Park, Delhi NCR",Delhi,5.0,800,Multicuisine,Fast_Food,25,0
Chai District,"Sector 65, Gurgaon",Gurgaon,5.0,400,"Coffee and Tea, Fast Food",Fast_Food,25,0
The Indi Cook,"DLF Phase 3, Gurgaon",Gurgaon,5.0,400,Multicuisine,Fast_Food,25,0
Delhi 2 by Chef Sweety Singh,"Sector 63, Gurgaon",Gurgaon,5.0,500,North Indian,Fast_Food,25,0
Samosa Party,"Udyog Vihar, Gurgaon",Gurgaon,5.0,150,Street Food,Fast_Food,25,0
Chinese Byte,"Sector 67, Gurgaon",Gurgaon,5.0,600,Fast Food,Fast_Food,25,0
The Basement Restaurant  & Café ,"DLF Phase 3, Gurgaon",Gurgaon,5.0,300,"Chinese, Indian",Fast_Food,25,0
Chaska,"NIT, Faridabad",Faridabad,5.0,550,North Indian,Fast_Food,25,0
Licksters,"Sector 10, Dwarka, West Delhi",Delhi,5.0,150,Ice Cream,Fast_Food,25,0
Khameera 104,"Sector 104, Noida",Noida,4.7,1500,Italian,Fast_Food,25,0
Pizza Hut,"Ambience Mall, Gurgaon",Gurgaon,4.2,600,Pizza,Fast_Food,25,0
The Coffee Bean & Tea Leaf,"Sector 50, Noida",Noida,4.0,600,Cafe,Fast_Food,25,0
The Coffee Bean & Tea Leaf,"Sushant Lok, Gurgaon",Gurgaon,4.0,600,Cafe,Fast_Food,25,0
Barista Coffee,"MGF Metropolitan Mall, Saket",Saket,4.0,500,Multicuisine,Fast_Food,25,0
Beeji De Chole Bhature,"Sector 67, Gurgaon",Gurgaon,4.0,400,North Indian,Fast_Food,25,0
Flavours Of Punjab @ K3,"JW Marriott Aerocity, New Delhi",Delhi,4.0,3000,Multicuisine,Fast_Food,25,0
Safarnama,"Sector 30, Gurgaon",Gurgaon,4.0,1800,Multicuisine,Fast_Food,25,0
Slay Coffee Bar,"Cyber Greens, DLF Cyber City, Gurgaon",Gurgaon,4.0,300,Coffee,Fast_Food,25,0
Talabh ,"Sector 67, Gurgaon",Gurgaon,4.0,300,"Indian, Mughlai",Fast_Food,25,0
The DimSum House,"DLF Phase 4, Gurgaon",Gurgaon,4.0,350,Chinese,Fast_Food,25,0
Mutton Curry Butter Chicken,"Sector 7, Gurgaon",Gurgaon,4.0,600,North Indian,Fast_Food,25,0
Paradise Inn,"Sector 17, Faridabad",Faridabad,4.0,500,"North Indian, Chinese",Fast_Food,25,0
